date,alpha,beta_industry,beta_stock,beta_factor,r2,n
2024-10-31,,0.12940558947676026,0.019864826512320317,0.08936453614890136,0.024798678450709932,474
2024-11-30,,0.026998596004381304,-0.01834081513958026,-0.2142710580764226,0.010731363200149668,474
2024-12-31,,0.012975695260783057,0.04839822613612582,0.13907826257930567,0.04039196891120089,474
2025-01-31,,0.058233080635116515,-0.006808899116218734,-0.08439781075216549,0.006244066703000595,474
2025-02-28,,-0.0655668513512671,-0.06615820168058874,-0.1434690223605229,0.0711910585850487,474
2025-03-31,,-0.03043304880184302,0.06105651692482087,-0.1404090760260973,0.06072350317248465,474
2025-04-30,,0.08780359990077505,0.0328935568587539,0.36639772262675274,0.02069716954633305,474
2025-05-31,,-0.029684461730646507,-0.03873269618551793,0.33436191556704875,0.01988797522632324,474
2025-06-30,,0.08881444863805166,-0.052106138627682805,0.12223965699298142,0.027358250152014874,474
2025-07-31,,-0.06159258392992521,-0.05112830262721066,0.5130728577354682,0.040575733901601185,474
2025-08-31,,0.14394730275732648,0.05102935670481476,-0.06902605904655101,0.04498089154052787,474
2025-09-30,,-0.05852446397468374,0.02489362043988659,-0.24906375999707298,0.010145754174353372,474
2025-10-31,,-0.15170270989707318,-0.003884535490757263,0.49512440475873926,0.030100030598085414,474
2025-11-30,,0.13416905572938997,-0.008712467970518365,-0.06427564736851882,0.03265508597690636,474
2025-12-31,,-0.16208145221086903,0.0924688929278053,1.0463029716487113,0.11015913915043929,474
2026-01-31,,-0.09844791326451813,0.02780376678857102,0.3744835845896571,0.013200338288283597,474
2026-02-28,,0.125546734838476,-0.039609346546881266,-0.4749876561079996,0.08237920127631748,474
